,Abstract,Author,Date,Jornal,Keywords,Title
79,"This paper describes an on-line adaptation method that combines maximuma posteriori(MAP) estimation for intra-class training (the training scheme incorporates new training samples with prior information) with vector field smoothing (VFS) for inter-class smoothing. Results of experiments comparing recognition performance of MAP/VFS with MAP adaptation for speaker adaptation and simultaneous adaptation of speaker and telephone channel show that fast and incremental adaptation can be achieved even with a relatively small number of training samples (under 10 words) due to VFS's ability to consistently enhance MAP adaptation. High word error reduction rates, which in the experiments were 22% for speaker adaptation in a large-vocabulary isolated-word recognition task (vocabulary size=2575) and 48% for simultaneous adaptation of speaker and telephone channel in a 100-isolated-word recognition task, can be achieved through word-by-word incremental adaptation using 10-word data.","['Jun-ichi Takahashi', 'Shigeki Sagayama']",April 1997,Computer Speech & Language,[],Regular ArticleVector-field-smoothed Bayesian learning for fast and incremental speaker/telephone-channel adaptation
80,"In recent years, we have experienced an increasing demand for speech recognition technology to be utilized in various real-world applications, such as name dialling, message retrieval, etc. During this process, we have learned that the performance of speech recognition systems under laboratory environment cannot be duplicated in the actual service. Two major causes have been identified to this problem. The first is the lack ofrobustnesswhen the acoustic conditions in testing are different from those in training. The second is the lack offlexibilitywhen handling spontaneous speech input which often contains extraneous speech in addition to the desired speech segments of key phrases. This paper focuses on one aspect of achieving flexible speech recognition, namely, improving the ability to cope with naturally spoken utterances through discriminative utterance verification. We propose an algorithm for training utterance verification systems based on the minimum verification error (MVE) training framework. Experimental results on speaker-independent telephone-based connected digits show a significant improvement in verification accuracy when the discriminant function used in MVE training is made consistent with the confidence measure used in utterance verification. At a 10% rejection rate, for example, the new proposed method reduces the string error rate by a further 22·7% over our previously reported results in which the MVE-based discriminative training was not incorporated.","['Mazin G. Rahim', 'Chin-Hui Lee']",April 1997,Computer Speech & Language,[],Regular ArticleString-based minimum verification error (SB-MVE) training for speech recognition
81,"It is well known that language models are effective for increasing the accuracy of speech and handwriting recognizers, but large language models are often required to achieve low model perplexity (or entropy) and still have adequate language coverage. We study three efficient methods for variable order stochastic language modeling in the context of the stochastic pattern recognition problem. Two of these methods are previous techniques from recent literature, and one is a new method based on a successful text compression technique. We give results of a comparative analysis, and demonstrate that the best performance is achieved by extending one of the previous techniques using elements from the newly developed method.","['Jianying Hu', 'William Turin', 'Michael K. Brown']",January 1997,Computer Speech & Language,[],Regular ArticleLanguage modeling using stochastic automata with variable length contexts
82,"Modelling contextual variations of phones is widely accepted as an important aspect of a continuous speech recognition system, and HMM distribution clustering has been sucessfully used to obtain robust models of context through distribution tying. However, as systems move to the challenge of spontaneous speech, temporal variation also becomes important. This paper describes a method fordesigning HMM topologies that learn both temporal and contextual variation, extending previous work on successive state splitting (SSS). The new approach uses a maximum likelihood criterion consistently at each step, overcoming the previous SSS limitation to speaker-dependent training. Initial experiments show both performance gains and training cost reduction over SSS with the reformulated algorithm.","['M. Ostendorf', 'H. Singer']",January 1997,Computer Speech & Language,[],Regular ArticleHMM topology design using maximum likelihood successive state splitting
83,"This paper describes a method for the construction of a word graph (or lattice) for large vocabulary, continuous speech recognition. The advantage of a word graph is that a fairly good degree of decoupling between acoustic recognition at the 10-ms level and the final search at the word level using a complicated language model can be achieved. The word graph algorithm is obtained as an extension of the one-pass beam search strategy using word dependent copies of the word models or lexical trees. The method has been tested successfully on the 20 000-word NAB'94 task (American English, continuous speech, 20 000 words, speaker independent) and compared with the integrated method. The experiments show that the word graph density can be reduced to an average number of about 10 word hypotheses, i.e. word edges in the graph, per spoken word with virtually no loss in recognition performance.","['Stefan Ortmanns', 'Hermann Ney', 'Xavier Aubert']",January 1997,Computer Speech & Language,[],Regular ArticleA word graph algorithm for large vocabulary continuous speech recognition
84,"This paper describes the Sqaleproject in which the ARPA large vocabulary evaluation paradigm was adapted to meet the needs of European multilingual speech recognition development. It involved establishing a framework for sharing training and test materials, defining common protocols for training and testing systems, developing systems, running an evaluation and analysing the results. The specifically multilingual issues addressed included the impact of the language on corpora and test set design, transcription issues, evaluation metrics, recognition system design, cross-system and cross-language performance, and results analysis. The project started in December 1993 and finished in September 1995. The paper describes the evaluation framework and the results obtained. The overall conclusions of the project were that the same general approach to recognition system design is applicable to all the languages studied although there were some language specific problems to solve. It was found that the evaluation paradigm used within ARPA could be used within the European context with little difficulty and the consequent sharing amongst the sites of training and test materials and language-specific expertise was highly beneficial.","['S.J. Young', 'M. Adda-Dekker', 'X. Aubert', 'C. Dugast', 'J.L. Gauvain', 'D.J. Kershaw', 'L. Lamel', 'D.A. Leeuwen', 'D. Pye', 'A.J. Robinson', 'H.J.M. Steeneken', 'P.C. Woodland']",January 1997,Computer Speech & Language,[],Regular ArticleMultilingual large vocabulary speech recognition: the European SQALE project
85,No abstract,[],October 1996,Computer Speech & Language,[],Regular PaperContents and Index to Volume 10
86,"This paper investigates the modelling of the interframe dependence in a hidden Markov model (HMM) for speech recognition. First, a new observation model, assuming dependence on multiple previous frames, is proposed. This model represents such a dependence structure with a weighted mixture of a set of first-order conditional Gaussian densities, each mixture component accounting for a specific conditional frame. Next, an optimization in choosing the conditional frames/segment is performed in both training and recognition, thereby helping to remove the mismatch of the conditional segments due to different observation histories. An EM (Expectation–Maximization) iteration algorithm is developed for the estimation of the model parameters and for the optimization over the dependence structure. Experimental comparisons on a speaker-independent E-set database show that the new model, without optimization on the dependence structure, achieves better performance than the standard HMM, the bigram HMM and the linear-predictive HMM, all in comparable or smaller parameter sizes. The optimization over the dependence structure leads to further improvement in the performance.","['Ji Ming', 'F.Jack Smith']",October 1996,Computer Speech & Language,[],Regular PaperModelling of the interframe dependence in an HMM using conditional Gaussian mixtures
87,"One of the key issues for adaptation algorithms is to modify a large number of parameters with only a small amount of adaptation data. Speaker adaptation techniques try to obtain near speaker-dependent (SD) performance with only small amounts of speaker-specific data, and are often based on initial speaker-independent (SI) recognition systems. Some of these speaker adaptation techniques may also be applied to the task of adaptation to a new acoustic environment. In this case an SI recognition system trained in, typically, a clean acoustic environment is adapted to operate in a new, noise-corrupted, acoustic environment. This paper examines the maximum likelihood linear regression (MLLR) adaptation technique. MLLR estimates linear transformations for groups of model parameters to maximize the likelihood of the adaptation data. Previously, MLLR has been applied to the mean parameters in mixture-Gaussian HMM systems. In this paper MLLR is extended to also update the Gaussian variances and re-estimation formulae are derived for these variance transforms. MLLR with variance compensation is evaluated on several large vocabulary recognition tasks. The use of mean and variance MLLR adaptation was found to give an additional 2% to 7% decrease in word error rate over mean-only MLLR adaptation.","['M.J.F. Gales', 'P.C. Woodland']",October 1996,Computer Speech & Language,[],Regular PaperMean and variance adaptation within the MLLR framework
88,"Stochastic language models are widely used in spoken language understanding to recognize and interpret the speech signal: the speech samples are decoded into word transcriptions by means of acoustic and syntactic models and then interpreted according to a semantic model. Both for speech recognition and understanding, search algorithms use stochastic models to extract the most likely uttered sentence and its correspondent interpretation. The design of the language models has to be effective in order to mostly constrain the search algorithms and has to be efficient to comply with the storage space limits. In this work we present the VariableN-gram Stochastic Automaton (VNSA) language model that provides a unified formalism for building a wide class of language models. First, this approach allows for the use of accurate language models for large vocabulary speech recognition by using the standard search algorithm in the one-pass Viterbi decoder. Second, the unified formalism is an effective approach to incorporate different sources of information for computing the probability of word sequences. Third, the VNSAs are well suited for those applications where speech and language decoding cascades are implemented through weighted rational transductions. The VNSAs have been compared to standard bigram and trigram language models and their reduced set of parameters does not affect by any means the performances in terms of perplexity. The design of a stochastic language model through the VNSA is described and applied to word and phrase class-based language models. The effectiveness of VNSAs has been tested within the Air Travel Information System (ATIS) task to build the language model for the speech recognition and the language understanding system.","['Giuseppe Riccardi', 'Roberto Pieraccini', 'Enrico Bocchieri']",October 1996,Computer Speech & Language,[],Regular PaperStochastic automata for language modeling
89,"We describe a new search algorithm for speech recognition which applies the monotone graph search procedure to the problem of building a word graph. A first backward pass provides a method for estimating the word boundary times and phone segment boundary times needed to build the word graph using either the 1-phone or 2-phone lookahead assumptions. It also provides a heuristic for the search which satisfies the monotonicity condition. A second backward pass applies forward–backward pruning to the word graph. We show how the search can be made to run very quickly if the 1-phone lookahead assumption holds. We present the results of experiments performed on the 5000-word speaker-independentWall Street Journaltask under both the 1-phone and 2-phone lookahead assumptions. These results show that the 1-phone lookahead assumption leads to unacceptably large error rates for speaker-independent recognition using current acoustic phonetic modelling techniques. Finally, we give an account of the methods we have developed to process speech data in successive blocks so as to address the real-time issue and to control the memory requirements of the search.","['Z. Li', 'G. Boulianne', 'P. Labute', 'M. Barszcz', 'H. Garudadri', 'P. Kenny']",October 1996,Computer Speech & Language,[],Regular PaperBi-directional graph search strategies for speech recognition
90,"Higher quality speech synthesis is required to make text-to-speech technologies useful in more applications, and prosody is one component of synthesis technology with the greatest need for improvement. This paper describes computational models for the prediction of abstract prosodic labels for synthesis—accent location, symbolic tones and relative prominence level—from text that is tagged with part-of-speech labels and marked for prosodic constituent structure. Specifically, the model uses multiple levels of a prosodic hierarchy and at each level combines decision tree probability functions with Markov sequence assumptions. An advantage of decision trees is the ability to incorporate linguistic knowledge in an automatic training framework, which is needed for building systems that reflect particular speaking styles. Studies of accent and tone variability across speakers are reported and used to motivate new evaluation metrics. Prediction experiments show an improvement in accuracy of prominence location prediction over simple decision trees, with accuracy similar to the level of variability observed across speakers.","['K. Ross', 'M. Ostendorf']",July 1996,Computer Speech & Language,[],Regular PaperPrediction of abstract prosodic labels for speech synthesis
91,"An adaptive statistical language model is described, which successfully integrates long distance linguistic information with other knowledge sources. Most existing statistical language models exploit only the immediate history of a text. To extract information from further back in the document's history, we propose and usetrigger pairsas the basic information bearing elements. This allows the model to adapt its expectations to the topic of discourse. Next, statistical evidence from multiple sources must be combined. Traditionally, linear interpolation and its variants have been used, but these are shown here to be seriously deficient. Instead, we apply the principle of Maximum Entropy (ME). Each information source gives rise to a set of constraints, to be imposed on the combined estimate. The intersection of these constraints is the set of probability functions which are consistent with all the information sources. The function with the highest entropy within that set is the ME solution. Given consistent statistical evidence, a unique ME solution is guaranteed to exist, and an iterative algorithm exists which is guaranteed to converge to it. The ME framework is extremely general: any phenomenon that can be described in terms of statistics of the text can be readily incorporated. An adaptive language model based on the ME approach was trained on theWall Street Journalcorpus, and showed a 32–39% perplexity reduction over the baseline. When interfaced to SPHINX-II, Carnegie Mellon's speech recognizer, it reduced its error rate by 10–14%. This thus illustrates the feasibility of incorporating many diverse knowledge sources in a single, unified statistical framework.",['Ronald Rosenfeld'],July 1996,Computer Speech & Language,[],Regular PaperA maximum entropy approach to adaptive statistical language modelling
92,"A numerical simulation of laryngeal flow was developed to study flow patterns and pressure and velocity waveforms in a model of the oscillating glottis. The unsteady Navier–Stokes equations were solved with a finite volume method using a nonuniform staggered grid. The numerical method was tested against published experimental data. In this study of glottal aerodynamics, the vocal folds independently and sinusoidally were moved from a converging to a diverging and back to a converging shape, and the input airflow sinusoidally varied from zero to a maximum and back to zero. The typical results were obtained for a Reynolds number of 2000 and for an oscillation frequency of 100 Hz. Results indicate that with this simulation of the entire flow field, periodic velocity and pressure fields exist throughout the laryngeal duct. The airflow separates within the glottis, creating intraglottal (and downstream) asymmetric flow throughout the glottal cycle, with formation of eddies downstream of the glottis. The observed maximum velocity delays due to the glottal wall movement would contribute to the well-known glottal volume velocity skewing during phonation.","['Fariborz Alipour', 'Chenwu Fan', 'Ronald C. Scherer']",April 1996,Computer Speech & Language,[],Regular PaperA numerical simulation of laryngeal flow in a forced-oscillation glottal model
93,"In this paper, by using the formulation of the missing-data problem, a general framework for statistical acoustic modelling of speech is presented. With the motivation of utilizing bi-directional contextual dependence in acoustic modelling, a bi-directional hidden Markov modelling approach for speech recognition is studied and the importance of the bi-directional contextual dependence for speech recognition is identified by a series of comparative experiments. Furthermore, hidden Markov random field (MRF)-based acoustic modelling techniques using our previously proposed contextual vector quantization (CVQ) method and iterated conditional modes (ICM) algorithm, which is very suitable for parallel processing implementation, are also attempted. Their viability is confirmed by a series of preliminary experiments in a speaker-independent isolated English letter recognition task.","['Qiang Huo', 'Chorkin Chan']",April 1996,Computer Speech & Language,[],Regular PaperA study on the use of bi-directional contextual dependence in Markov random field-based acoustic modelling for speech recognition
94,"This paper investigates a speaker recognition method that is robust against background noise. In noisy environments, one important issue is how to create a model for each speaker so as to compensate for noise. The method described here is based on hidden Markov model (HMM) composition, which combines a speaker HMM and a noise-source HMM into a noise-added speaker HMM with a particular signal-to-noise ratio (SNR). Since it is difficult to measure the SNR of input speech with non-stationary noise exactly, this method creates several noise-added speaker HMMs with various SNRs. The HMM that has the highest likelihood value for the input speech is selected, and a speaker decision is made using this likelihood value. Experimental application of this method to text-independent speaker identification and verification in various kinds of noisy environments demonstrated considerable improvement in speaker recognition for speech utterances of male speakers.","['Tomoko Matsui', 'Tomohito Kanno', 'Sadaoki Furui']",April 1996,Computer Speech & Language,[],Regular PaperSpeaker recognition using HMM composition in noisy environments
95,"This paper proposes a novel speaker adaptation algorithm that enables adaptation with a small amount of speech data. This algorithm consists of two blocks. One is a parameter adaptation algorithm that utilizes the information of a well-trained initial model. The other is an initial model generation algorithm that is based on speaker clustering. The former algorithm is based on two speaker adaptation techniques, that is, maximum a posteriori (MAP) estimation and transfer vector field smoothing (VFS). This MAP–VFS algorithm unifies both techniques efficiently to avoid the weaknesses of the methods used individually, and can interpolate and smooth untrained or insufficiently trained parameters by taking into consideration the reliability of each estimated parameter. A higher phoneme recognition performance was obtained by using this algorithm than with the individual methods (MAP and VFS), showing the superiority of the proposed algorithm. With this algorithm, the phoneme recognition error rate was reduced from 22·0% to 19·1% for a speaker-independent model with a total of 6 s of adaptation speech. Then, in order to obtain a more efficient initial model for the MAP–VFS algorithm, the initial model generation algorithm was added. This algorithm generates an initial model by using the speech of a selected speaker cluster based on speaker similarity in order to geta prioriknowledge concerning the characteristics of the target speaker. It was found that adaptation using this initial model reduces the phoneme recognition error rate from 22·0% to 17·7%, showing the effectiveness of using speaker similarity information asa prioriinformation.","['Masahiro Tonomura', 'Tetsuo Kosaka', 'Shoichi Matsunaga']",April 1996,Computer Speech & Language,[],Regular PaperSpeaker adaptation based on transfer vector field smoothing using maximum a posteriori probability estimation
96,"This paper introduces and reviews stochastic phonographic transduction (SPT), a trainable (“data-driven”) technique for letter-to-phoneme conversion based on formal language theory, as well as describing and detailing one particularly simple realization of SPT. The spellings and pronunciations of English words are modelled as the productions of a stochastic grammar, inferred from example data in the form of a pronouncing dictionary. The terminal symbols of the grammar are letter–phoneme correspondences, and the rewrite (production) rules of the grammar specify how these are combined to form acceptable English word spellings and their pronunciations. Given the spelling of a word as input, a pronunciation can then be produced as output by parsing the input string according to the letter-part of the terminals and selecting the “best” sequence of corresponding phoneme-parts according to some well-motivated criteria. Although the formalism is in principle very general, restrictive assumptions must be made if practical, trainable systems are to be realized. We have assumed at this stage that the grammar is regular. Further, word generation is modelled as a Markov process in which terminals (correspondences) are simply concatenated. The SPT learning task then amounts to the inference of a set of correspondences and estimation from the training data of their associated transition probabilities. Transduction to produce a pronunciation for a word given its spelling is achieved by Viterbi decoding, using a maximum likelihood criterion. Results are presented for letter–phoneme alignment and transduction for the dictionary training data, unseen dictionary words, unseen proper nouns and novel (pseudo-)words. Two different ways of inferring correspondences are described and compared. It is found that the provision of quite limited information about the alternating vowel/consonant structure of words aids the inference process significantly. Best transduction performance obtained on unseen dictionary words is 93·7% phonemes correct, conservatively scored. Automatically inferred correspondences also consistently out-perform a published set of manually derived correspondences when used for SPT. Although the comparison is difficult to make, we believe that current results for letter-to-phoneme conversion are at least as good as the best reported so far for a data-driven approach, while being comparable in performance to knowledge-based approaches.","['R.W.P. Luk', 'R.I. Damper']",April 1996,Computer Speech & Language,[],Regular PaperStochastic phonographic transduction for English☆
97,"When considering the speech as a non-stationary signal and giving up the quasi-stationary approach, the wavelet transform is a possible analysis method. Though this technique has been applied to a wide variety of speech processing tasks, the problem of how to derive the speech-tailored wavelets is not solved definitely. Therefore, in this paper the so-called perceptual wavelet transform and the corresponding speech representation are introduced as possible solutions. Although the proposed transform has been derived heuristically—namely, to be optimal in the perceptual frequency scale in Gábor-sense and to perform a 1 CB speech analysis—it appears that this is a self-invertible, overcomplete, shiftable transform. This is an important fact in the light of recent results in the so-called wavelet-frame-based denoising; moreover, the concept of soft-thresholding of the latter can also be introduced heuristically by applying the auditory masking phenomenon. The recent paper describes the perceptual wavelet functions in detail, presents the properties of this method in a time–domain analysis example, and two novel speech representations are given, which are somewhat similar to each other and to the conventional spectrogram. Finally, a new speech enhancement method is proposed, which consists of three stages: a perceptual wavelet-decomposition, followed by a compressive non-linearity (with adjustable parameters to the noise process), and summing.",['István Pintér'],January 1996,Computer Speech & Language,[],Regular articlePerceptual wavelet-representation of speech signals and its application to speech enhancement
98,"In this work we extend our previously proposed stochastic mixture trajectory models to modelling time correlation. To achieve this extension we explicitly model the time evolution of an observed trajectory by the sum of a first order AR process and a mean component. This approach generalizes that employed in Digalakiset al., by using a mixture of trajectories to represent a phone in a parameter space. This generalization is necessary—from our experience—to account for different contextual variants of a phone. Optimum parameter estimates are obtained by two embedded EM-algorithms. Evaluated on an 850-word vocabulary continuous speech recognition task, the new method reduced the recognition error rate by about 25%.","['Mohamed Afify', 'Yifan Gong', 'Jean-Paul Haton']",January 1996,Computer Speech & Language,[],Regular articleEstimation of mixtures of stochastic dynamic trajectories: application to continuous speech recognition
99,"An Automatic Language Identification (LID) approach is presented. The baseline LID system consists of three parts: (1) hidden Markov model (HMM) based context-independent phone recognizers, (2) language identification score generators and (3) a linear language classifier. The system exploits language-dependent phonotactic constraints and prosodic information. Four methods are proposed to improve the system performance. Two bigram-based interpolated N-gram language models (forward and backward) are used to model the phone sequence constraints of different spoken languages. A context-dependent duration model interpolated by a context-independent duration model is used to capture the duration information. Comparison experiments between the linear classifier and neural network-based final classifiers were conducted. Finally, optimization of language model based on back propagation is proposed. The improved system was evaluated on an 11-language task, and performance reached 13·3% and 26·2% (error rate) for utterances averaging 45 s duration and 10 s duration, respectively. Compared with the baseline system performance, it shows the importance of the issues addressed in this paper for language identification.","['Yonghong Yan', 'Etienne Barnard', 'Ronald A. Cole']",January 1996,Computer Speech & Language,[],Regular articleDevelopment of an approach to automatic language identification based on phone recognition
100,"We have already proposed the application of tree-structured speaker clustering to supervised speaker adaptation. This paper proposes its application to unsupervised speaker adaptation and speaker-independent (SI) speech recognition. This clustering involves the selection of a speaker cluster from among multiple reference speaker clusters arranged in a tree structure. Cluster selection, unlike parameter training, enables quick adaptation using only a small amount of training data. This method was applied to a hidden Markov network (HMnet) and evaluated in Japanese phoneme and phrase recognition experiments. Results show effective unsupervised speaker adaptation using only 5 s calibration speech. In the SI speech recognition experiments, the method reduced the error rate by 8·5% compared with the conventional speaker-independent speech recognition method.","['Tetsuo Kosaka', 'Shoichi Matsunaga', 'Shigeki Sagayama']",January 1996,Computer Speech & Language,[],Regular articleSpeaker-independent speech recognition based on tree-structured speaker clustering
101,"The method of Parallel Model Combination (PMC) has been shown to be a powerful technique for compensating a speech recognizer for the effects of additive noise. In this paper, the PMC scheme is extended to include the effects of convolutional noise. This is done by introducing a modified “mismatch” function which allows an estimate to be made of the difference in channel conditions or tilt between training and test environments. Having estimated this tilt, Maximum Likelihood (ML) estimates of the corrupted speech model may then be obtained in the usual way. The scheme is evaluated using the NOISEX-92 database where the performance in the presence of both interfering additive noise and convolutional noise shows only slight degradation compared with that obtained when no convolutional noise is present.","['M.F.J. Gales', 'S.J. Young']",October 1995,Computer Speech & Language,[],Regular PaperRobust speech recognition in additive and convolutional noise using parallel model combination
102,"This paper describes a set of modeling techniques for detecting a small vocabulary of keywords in running conversational speech. The techniques are applied in the context of a hidden Markov model (HMM) based continuous speech recognition (CSR) approach to keyword spotting. The word spotting task is derived from the Switchboard conversational speech corpus, and involves unconstrained conversational speech utterances spoken over the public switched telephone network. The utterances in this task contain many of the artifacts that are characteristic of unconstrained speech as it appears in many telecommunications based automatic speech recognition (ASR) applications. Results are presented for an experimental study that was performed on this task. Performance was measured by computing the percentage correct keyword detection over a range of false alarm rates evaluated over 2·2 h of speech for a 20 keyword vocabulary. The results of the study demonstrate the importance of several techniques. These techniques include the use of decision tree based allophone clustering for defining acoustic subword units, different representations for non-vocabulary words appearing in the input utterance, and the definition of simple language models for keyword detection. Decision tree based allophone clustering resulted in a significant increase in keyword detection performance over that obtained using tri-phone based subword units while at the same time reducing the size of the inventory of subword acoustic models by 40%. More complex representations of non-vocabulary speech were also found to significantly improve keyword detection performance; however, these representations also resulted in a significant increase in computational complexity.",['R.C. Rose'],October 1995,Computer Speech & Language,[],Regular PaperKeyword detection in conversational speech utterances using hidden Markov model based continuous speech recognition
103,"In this paper, a speech segment network approach for the construction of a suitable synthesis unit set with which high-quality speech can be synthesized, and yet which is of small enough size to be practical, is proposed. The speech segment network approach selects a synthesis unit set in which segmental and/or inter-segmental distortions are minimized by using combinatorial optimization methods such as iterative improvement and simulated annealing. Experimental results using diphone segments have shown that the suitable diphone unit sets, with total or maximum of inter-segmental distortion reduced by about 35 and 30%, respectively, can be constructed using this method. This reduction rate was enhanced as the segment candidate population increased. Effectiveness of this unit set design was also perceptually confirmed by a listening test, using speech synthesized with the selected diphone unit set.","['Naoto Iwahashi', 'Yoshinori Sagisaka']",October 1995,Computer Speech & Language,[],Regular PaperSpeech segment network approach for optimization of synthesis unit set
104,"This paper considers the problems of estimating bigram language models and of efficiently representing them by a finite state network, which can be employed by a hidden Markov model based, beam-search, continuous speech recognizer. A review of the best known bigram estimation techniques is given together with a description of the original Stacked model. Language model comparisons in terms of perplexity are given for three text corpora with different data sparseness conditions, while speech recognition accuracy tests are presented for a 10 000-word real-time, speaker independent dictation task. The Stacked estimation method compares favourably with the others, by achieving about 93% of word accuracy. If better language model estimates can improve recognition accuracy, representations better suited to the search algorithm can improve its speed as well. Two static representations of language models are introduced: linear and tree-based. Results show that the latter organization is better exploited by the beam-search algorithm as it provides a five times faster response with same word accuracy. Finally, an off-line reduction algorithm is presented that cuts the space requirements of the tree-based topology to about 40%.The proposed solutions presented here have been successfully employed in a real-time, speaker independent, 10 000-word real-time dictation system for radiological reporting.","['Marcello Federico', 'Mauro Cettolo', 'Fabio Brugnara', 'Giuliano Antoniol']",October 1995,Computer Speech & Language,[],Regular PaperLanguage modelling for efficient beam-search
105,"Keywords that are characteristic of a topic are ranked by a criterion of usefulness, and a relatively small number (typically 10) of the best keywords are implemented in a hidden Markov model (HMM)-based word-spotting algorithm. Statistical models of counts of occurrences of keywords are used to discriminate topic from non-topic speech. In the simplest model, distinct keywords are treated as independent. Particular combinations of keywords can often improve discrimination, however, and linear-logistic and log-linear models enable higher-order dependencies of the topic on keywords to be detected, leading to enhanced performance. Models involving a small number of parameters can be estimated from modest amounts of training data. Heuristic procedures point the way to good models but assume statistical consistency between training and test data. The approach is tested using a broadcast radio database.","['Jerry H. Wright', 'Michael J. Carey', 'Eluned S. Parris']",October 1995,Computer Speech & Language,[],Regular PaperTopic discrimination using higher-order statistical models of spotted keywords
106,"A text-based and spoken language processing framework based on the constraint dependency grammar (CDG) developed by Maruyama is discussed. The scope of CDG is expanded to allow for the analysis of sentences containing lexically ambiguous words, to allow feature analysis in constraints, and to efficiently process multiple sentence candidates that are likely to arise in spoken language processing. The benefits of the CDG parsing approach are summarized. Additionally, the development of CDG grammars using our grammar tools and parser is discussed.","['Mary P. Harper', 'Randall A. Helzerman']",July 1995,Computer Speech & Language,[],Regular PaperExtensions to constraint dependency parsing for spoken language processing
107,"A system of computer assisted grammar construction (CAGC) is presented in this paper. The CAGC system is designed to generate broad-coverage grammars for large natural language corpora by utilizing both an extended inside–outside algorithm and an automatic phrase bracketing (AUTO) system which is designed to provide the extended algorithm with constituent information during learning. This paper demonstrates the capability of the CAGC system to deal with realistic natural language problems and the usefulness of the AUTO system for constraining the inside–outside based grammar re-estimation. Performance results, including coverage, recall and precision, are presented for a grammar constructed for theWall Street Journal(WSJ) corpus using the Penn Treebank.","['H-H. Shih', 'S.J. Young', 'N.P. Waegner']",July 1995,Computer Speech & Language,[],Regular PaperAn inference approach to grammar construction
108,"A new quantitative model of tonal perception for continuous speech is described. The paper illustrates its ability for automatic stylization of pitch contours, with applications to prosodic analysis and speech synthesis in mind, and evaluates it in a perception experiment.After a discussion of the psycho-acoustics of tonal perception, and an overview of existing tonal perception models and systems for automatic analysis of intonation, the model and its computer implementation are described in detail. It includes parameter extraction, segmentation into syllables, perceptual integration of short term pitch change, tonal segment computation, and pitch contour stylization.This is followed by a perception experiment in which subjects are asked to distinguish original signals from resynthesized signals with automatically stylized pitch contours. The aim of this experiment is to show the usefulness of the model as a basis for intonation representation, and to study the influence of the model parameters. It is shown that the stylization obtained with the model is an economic representation of intonation which can be useful for speech synthesis and prosodic analysis.","['Christophe d»Alessandro', 'Piet Mertens']",July 1995,Computer Speech & Language,[],Regular PaperAutomatic pitch contour stylization using a model of tonal perception
109,"A speaker-independent automatic speech recognition system is developed using hidden Markov models (HMMs). Simulated annealing and randomized search are used to optimize discrete features of the system, including topologies, parameter ties, context clusters, and the sizes of mixture densities. Domain knowledge is used to initialize and to constrain the search, which optimizes recognition performance while reducing the number of model parameters. System performance results for new types of discrete and continuous HMMs measured on the TIMIT corpus are reported. The small set of context-independent phoneme HMMs produced is competitive with much larger systems of context-dependent models.","['Renato De Mori', 'Michael Galler', 'Fabio Brugnara']",April 1995,Computer Speech & Language,[],Regular PaperSearch and learning strategies for improving hidden Markov models
110,"In recent years there is much interest in word co-occurrence relations, such as n-grams, verb–object combinations, or co-occurrence within a limited context. This paper discusses how to estimate the likelihood of co-occurrences that do not occur in the training data. We present a method that makes local analogies between each specific unobserved co-occurrence and other co-occurrences that contain similar words. These analogies are based on the assumption that similar word co-occurrences have similar values of mutual information. Accordingly, the word similarity metric captures similarities between vectors of mutual information values. Our evaluation suggests that this method performs better than existing, frequency-based, smoothing methods, and may provide an alternative to class-based models. A background survey is included, covering issues of lexical co-occurrence, data sparseness and smoothing, word similarity and clustering, and mutual information.","['Ido Dagan', 'Shaul Marcus', 'Shaul Markovitch']",April 1995,Computer Speech & Language,[],Regular PaperContextual word similarity and estimation from sparse data
111,"A frequency-domain-based delay estimator is described, designed specifically for speech signals in a microphone-array environment. It is shown to be capable of obtaining precision delay estimates over a wide range of signal-to-noise ratio conditions and is computationally simple enough to make it practical for real-time systems. A location algorithm based upon the delay estimator is then developed. With this algorithm it is possible to localize talker positions to a region only a few centimetres in diameter (not very different from the size of the source), and to track a moving source. Experimental results using data from a real 16-element array are presented to indicate the true performance of the algorithms.","['Michael S. Brandstein', 'John E. Adcock', 'Harvey F. Silverman']",April 1995,Computer Speech & Language,[],Regular PaperA practical time-delay estimator for localizing speech sources with a microphone array
112,"A method of speaker adaptation for continuous density hidden Markov models (HMMs) is presented. An initial speaker-independent system is adapted to improve the modelling of a new speaker by updating the HMM parameters. Statistics are gathered from the available adaptation data and used to calculate a linear regression-based transformation for the mean vectors. The transformation matrices are calculated to maximize the likelihood of the adaptation data and can be implemented using the forward–backward algorithm. By tying the transformations among a number of distributions, adaptation can be performed for distributions which are not represented in the training data. An important feature of the method is that arbitrary adaptation data can be used—no special enrolment sentences are needed.Experiments have been performed on the ARPA RM1 database using an HMM system with cross-word triphones and mixture Gaussian output distributions. Results show that adaptation can be performed using as little as 11 s of adaptation data, and that as more data is used the adaptation performance improves. For example, using 40 adaptation utterances, a 37% reduction in error from the speaker-independent system was achieved with supervised adaptation and a 32% reduction in unsupervised mode.","['C.J. Leggetter', 'P.C. Woodland']",April 1995,Computer Speech & Language,[],Regular PaperMaximum likelihood linear regression for speaker adaptation of continuous density hidden Markov models
